query,dataflow,scale_factor,core_pin,workers,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,pruning_p,pruning_m,col_filter_lo,col_filter_hi,simulate_compute_us,event_sync,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,prune_ms,time_ms,debug_0,debug_1,debug_2,debug_3,customer_factor,extra_workers,add_cpu_threads
# GPU   Info: Tesla T4, 00000000:00:1E.0
# ../../../bin/ssb --dataflow=SSD2GPU --chunk_bytes=65536,262144,1048576,4194304,16777216 --comp_algo=UNCOMPRESSED,BEST_BW_COMP --cuda_device=0 --init_variant=init_populate --nvchunk=65536 --print=csv --query=select_orderpriority,select_commitdate,select_key --repeat=2 --scale_factor=50 --ssdpath=/dev/nvme1n1 --dbpath= --store_offset=0 --workers=4,8 --customer_factor=1 --sim_compute_us=-1 --event_sync=true --sort_by=natural
select_orderpriority,SSD2GPU,50,,4,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,262144,43456364544,4799975424,4799973520,0,88801.9,9798.28,-1,3661.48,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,1048576,43456495616,4799975424,4799973520,0,88801.9,6108.25,-1,1661.38,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,4194304,43456757760,4799975424,4799973520,0,88801.9,4986.65,-1,1398.84,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,16777216,43458854912,4799975424,4799973520,0,88801.9,4941.06,-1,1396.04,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,67108864,43471437824,4799975424,4799973520,0,88801.9,4928.64,-1,1391.2,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,472653312,43456364544,512155648,4799973520,0,88801.9,180423,-1,10889,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,474226176,43456495616,364081152,4799973520,0,88801.9,52430.3,-1,3129.29,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,481304064,43456757760,330301440,4799973520,0,88801.9,15105.7,-1,909.295,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,509615616,43458854912,323100672,4799973520,0,88801.9,5016.25,-1,300.936,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,4,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,622861824,43471437824,321413120,4799973520,0,88801.9,2671.39,-1,198.769,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,524288,43456364544,4799975424,4799973520,0,88801.9,9612.36,-1,2180.03,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,2097152,43456495616,4799975424,4799973520,0,88801.9,6110.23,-1,1488.5,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,8388608,43456757760,4799975424,4799973520,0,88801.9,4988.83,-1,1372.94,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,33554432,43458854912,4799975424,4799973520,0,88801.9,4943.85,-1,1386.1,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,134217728,43471437824,4799975424,4799973520,0,88801.9,4920.76,-1,1391.42,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,945306624,43456364544,512155648,4799973520,0,88801.9,180469,-1,5598.58,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,948452352,43456495616,364081152,4799973520,0,88801.9,52441.8,-1,1601.14,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,962608128,43456757760,330301440,4799973520,0,88801.9,15125.5,-1,475.124,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,1019231232,43458854912,323100672,4799973520,0,88801.9,5016.37,-1,181.221,,,,,1,1,1
select_orderpriority,SSD2GPU,50,,8,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,1245723648,43471437824,321413120,4799973520,0,88801.9,2670.24,-1,140.107,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,262144,41056370688,2399989760,2399986760,0,88801.9,4764.09,-1,1909.33,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,1048576,41056567296,2399989760,2399986760,0,88801.9,3021.3,-1,844.087,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,4194304,41056567296,2399989760,2399986760,0,88801.9,2483.48,-1,720.886,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,16777216,41059713024,2399989760,2399986760,0,88801.9,2466.06,-1,718.015,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,67108864,41072295936,2399989760,2399986760,0,88801.9,2461.31,-1,712.913,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,786432,41056370688,749998080,2399986760,0,88801.9,4017.22,-1,1438.13,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,2359296,41056567296,750055424,2399986760,0,88801.9,1857.01,-1,600.024,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,9437184,41056567296,725716992,2399986760,0,88801.9,1221.51,-1,374.405,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,37748736,41059713024,723394560,2399986760,0,88801.9,1076.64,-1,276.572,,,,,1,1,1
select_commitdate,SSD2GPU,50,,4,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,150994944,41072295936,726401024,2399986760,0,88801.9,1032.79,-1,250.968,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,524288,41056370688,2399989760,2399986760,0,88801.9,4703.81,-1,1135.04,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,2097152,41056567296,2399989760,2399986760,0,88801.9,3000.37,-1,775.432,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,8388608,41056567296,2399989760,2399986760,0,88801.9,2490.81,-1,697.101,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,33554432,41059713024,2399989760,2399986760,0,88801.9,2462.37,-1,696.538,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,134217728,41072295936,2399989760,2399986760,0,88801.9,2445.69,-1,697.279,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,1572864,41056370688,749998080,2399986760,0,88801.9,3987.85,-1,954.742,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,4718592,41056567296,750055424,2399986760,0,88801.9,1872.51,-1,381.112,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,18874368,41056567296,725716992,2399986760,0,88801.9,1228.11,-1,275.199,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,75497472,41059713024,723394560,2399986760,0,88801.9,1082.48,-1,238.529,,,,,1,1,1
select_commitdate,SSD2GPU,50,,8,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,301989888,41072295936,726401024,2399986760,0,88801.9,1032.04,-1,226.996,,,,,1,1,1
select_key,SSD2GPU,50,,4,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,15655829504,262144,41056370688,2399989760,2399986760,0,88801.9,4769.72,-1,1921.35,,,,,1,1,1
